DateTime,TWS Anomaly,Trend
10/1/13 0:00,-85.8032,46.22176591375769
11/1/13 0:00,-64.4189,47.494866529774114
12/1/13 0:00,-17.8794,48.72689938398357
1/1/14 0:00,15.8252,50.0
2/1/14 0:00,,51.27310061601642
3/1/14 0:00,-8.583,52.42299794661192
4/1/14 0:00,3.0688,53.69609856262834
5/1/14 0:00,-19.8604,54.92813141683777
6/1/14 0:00,12.2676,56.2012320328542
7/1/14 0:00,,57.43326488706366
8/1/14 0:00,-21.5591,58.70636550308008
9/1/14 0:00,-68.1387,59.97946611909651
10/1/14 0:00,-125.2485,61.211498973305964
11/1/14 0:00,-101.6934,62.484599589322386
12/1/14 0:00,,63.716632443531815
1/1/15 0:00,-17.8115,64.98973305954824
2/1/15 0:00,28.3374,66.26283367556468
3/1/15 0:00,65.1616,67.41273100616016
4/1/15 0:00,79.5059,68.68583162217658
5/1/15 0:00,133.6914,69.91786447638604
6/1/15 0:00,,71.19096509240248
7/1/15 0:00,40.7231,72.4229979466119
8/1/15 0:00,-32.0225,73.69609856262834
9/1/15 0:00,-59.0508,74.96919917864476
10/1/15 0:00,,76.20123203285422
11/1/15 0:00,,77.47433264887064
12/1/15 0:00,167.1685,78.7063655030801
1/1/16 0:00,233.6758,79.97946611909651
2/1/16 0:00,173.1763,81.25256673511295
3/1/16 0:00,219.1719,82.44353182751541
4/1/16 0:00,,83.71663244353184
5/1/16 0:00,190.4287,84.94866529774129
6/1/16 0:00,188.7129,86.22176591375772
7/1/16 0:00,101.0059,87.45379876796714
8/1/16 0:00,183.353,88.72689938398358
9/1/16 0:00,,90.0
10/1/16 0:00,,91.23203285420945
11/1/16 0:00,-38.4336,92.50513347022587
12/1/16 0:00,88.8442,93.73716632443534
1/1/17 0:00,208.7266,95.01026694045176
2/1/17 0:00,,96.28336755646819
3/1/17 0:00,42.1958,97.43326488706366
4/1/17 0:00,74.6528,98.70636550308008
5/1/17 0:00,-10.9263,99.93839835728954
6/1/17 0:00,161.2402,101.21149897330596
7/1/17 0:00,,102.44353182751541
8/1/17 0:00,,103.71663244353184
9/1/17 0:00,,104.98973305954827
10/1/17 0:00,,106.2217659137577
11/1/17 0:00,,107.49486652977413
12/1/17 0:00,,108.72689938398358
1/1/18 0:00,,110.0
2/1/18 0:00,,111.27310061601644
3/1/18 0:00,,112.4229979466119
4/1/18 0:00,,113.69609856262832
5/1/18 0:00,,114.92813141683779
6/1/18 0:00,27.8716,116.20123203285421
7/1/18 0:00,71.7402,117.43326488706366
8/1/18 0:00,,118.7063655030801
9/1/18 0:00,,119.97946611909651
10/1/18 0:00,,121.21149897330596
11/1/18 0:00,194.5698,122.4845995893224
12/1/18 0:00,305.2466,123.71663244353185
1/1/19 0:00,350.1543,124.98973305954827
2/1/19 0:00,273.3052,126.2628336755647
3/1/19 0:00,360.5034,127.41273100616017
4/1/19 0:00,269.9536,128.68583162217658
5/1/19 0:00,313.1826,129.91786447638606
6/1/19 0:00,265.4624,131.19096509240248
7/1/19 0:00,309.8022,132.42299794661193
8/1/19 0:00,151.8296,133.69609856262838
9/1/19 0:00,77.3716,134.96919917864477
10/1/19 0:00,110.3691,136.20123203285422
11/1/19 0:00,128.7158,137.47433264887067
12/1/19 0:00,123.811,138.70636550308006
1/1/20 0:00,252.9922,139.9794661190965
2/1/20 0:00,269.4893,141.2525667351129
3/1/20 0:00,278.1924,142.44353182751541
4/1/20 0:00,210.1851,143.71663244353184
5/1/20 0:00,177.6548,144.9486652977413
6/1/20 0:00,167.7383,146.2217659137577
7/1/20 0:00,107.4248,147.45379876796719
8/1/20 0:00,77.123,148.7268993839836
9/1/20 0:00,263.1758,150.00000000000003
10/1/20 0:00,137.2812,151.23203285420942
11/1/20 0:00,67.1152,152.50513347022584
12/1/20 0:00,61.061,153.73716632443532
